Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2001-12-14,0.36410701274871826,56.029998779296875,28.237178802490234,37.54999923706055,25.03499984741211,,19.389999389648438,42.0,20.686904907226562,,89.66000366210938,49.810001373291016,30.2122802734375,115.77437591552734,33.27000045776367,56.29999923706055,36.040000915527344,23.125,26.799999237060547,57.900001525878906,55.42938995361328,33.720001220703125,6.731249809265137,39.95000076293945,45.0,17.739999771118164,,42.44803237915039,31.31999969482422,54.060001373291016
2001-12-17,0.3682140111923218,59.4900016784668,29.01619529724121,37.060001373291016,24.950000762939453,,19.260000228881836,42.81999969482422,20.509334564208984,,89.13999938964844,50.0,30.040674209594727,116.00382232666016,33.970001220703125,56.45000076293945,36.70000076293945,23.075000762939453,26.059999465942383,58.650001525878906,54.5515251159668,34.4900016784668,6.538750171661377,39.900001525878906,44.25,17.737499237060547,,43.491249084472656,32.279998779296875,55.849998474121094
2001-12-18,0.3751789927482605,58.38999938964844,29.217514038085938,37.25,25.68000030517578,,19.6200008392334,43.125,20.686904907226562,,90.80000305175781,50.15999984741211,30.774768829345703,116.82600402832031,33.810001373291016,56.790000915527344,37.189998626708984,23.25,26.399999618530273,59.75,55.82061004638672,34.6349983215332,6.597499847412109,40.689998626708984,44.33000183105469,17.75,,43.212459564208984,32.88999938964844,55.779998779296875
2001-12-19,0.38607099652290344,58.33000183105469,30.28537940979004,37.5099983215332,26.024999618530273,,19.350000381469727,43.75,20.420549392700195,,94.41000366210938,50.599998474121094,31.270519256591797,118.44168090820312,33.04999923706055,57.70000076293945,38.0,23.7450008392334,26.170000076293945,59.900001525878906,56.61259460449219,34.744998931884766,6.826250076293945,40.72999954223633,44.86000061035156,17.354999542236328,,43.57218933105469,32.95000076293945,56.279998779296875
2001-12-20,0.3691070079803467,57.79999923706055,29.366315841674805,38.13999938964844,25.299999237060547,,18.290000915527344,43.70000076293945,20.27257537841797,,92.30999755859375,50.310001373291016,30.917774200439453,117.30401611328125,31.979999542236328,58.310001373291016,36.52000045776367,23.8799991607666,25.649999618530273,59.2400016784668,57.01335906982422,33.380001068115234,6.723750114440918,40.494998931884766,44.45000076293945,17.315000534057617,,43.410308837890625,33.5,56.2599983215332
2001-12-21,0.375,57.970001220703125,29.585140228271484,38.63999938964844,25.725000381469727,,18.190000534057617,44.29999923706055,20.400819778442383,,92.30999755859375,51.5,31.175182342529297,116.63479614257812,32.40999984741211,59.709999084472656,35.75,24.389999389648438,25.899999618530273,59.599998474121094,56.89885330200195,33.77000045776367,7.037499904632568,40.31999969482422,43.52000045776367,17.344999313354492,,42.40306854248047,33.65999984741211,57.56999969482422
2001-12-24,0.381428986787796,57.02000045776367,29.987777709960938,38.41999816894531,26.0,,18.110000610351562,44.275001525878906,20.371225357055664,,92.47000122070312,51.31999969482422,31.55653190612793,116.1089859008789,32.02000045776367,59.459999084472656,36.040000915527344,24.184999465942383,25.850000381469727,59.709999084472656,57.28053283691406,33.6349983215332,7.131249904632568,40.130001068115234,43.40999984741211,17.565000534057617,,42.44803237915039,33.650001525878906,57.130001068115234
2001-12-26,0.38374999165534973,58.290000915527344,30.372909545898438,38.599998474121094,26.225000381469727,,18.239999771118164,44.599998474121094,20.3218994140625,,92.80000305175781,51.619998931884766,31.079845428466797,117.01720428466797,32.290000915527344,59.66999816894531,36.310001373291016,24.260000228881836,26.100000381469727,60.314998626708984,57.20419692993164,33.84000015258789,7.137499809265137,40.25,43.36000061035156,17.559999465942383,,42.44803237915039,33.650001525878906,58.150001525878906
2001-12-27,0.39410701394081116,58.400001525878906,30.635499954223633,38.689998626708984,26.3799991607666,,18.489999771118164,45.154998779296875,20.71649932861328,,92.12000274658203,51.439998626708984,31.470727920532227,118.06883239746094,32.66999816894531,60.02000045776367,36.31999969482422,23.969999313354492,26.729999542236328,60.08000183105469,57.04198455810547,33.92499923706055,7.09375,40.07500076293945,43.939998626708984,17.637500762939453,,43.536216735839844,33.88999938964844,58.369998931884766
2001-12-28,0.4005360007286072,59.060001373291016,31.5545654296875,39.099998474121094,26.594999313354492,,18.540000915527344,45.220001220703125,20.66717529296875,,93.2699966430664,51.5,32.2238883972168,117.4952163696289,32.2400016784668,59.86000061035156,36.54999923706055,23.584999084472656,26.600000381469727,59.959999084472656,56.79389190673828,33.935001373291016,7.059999942779541,39.755001068115234,44.13999938964844,17.700000762939453,,43.410308837890625,33.880001068115234,58.349998474121094
2001-12-31,0.39107099175453186,56.439998626708984,31.239456176757812,38.779998779296875,26.125,,18.110000610351562,44.80500030517578,20.44028091430664,,92.75,51.0099983215332,32.242958068847656,115.64053344726562,31.450000762939453,59.099998474121094,36.349998474121094,23.575000762939453,26.469999313354492,59.10499954223633,56.106868743896484,33.125,7.03000020980835,39.564998626708984,43.970001220703125,17.6924991607666,,42.68185806274414,33.65999984741211,57.54999923706055
2002-01-02,0.41607099771499634,56.400001525878906,31.405763626098633,38.099998474121094,25.825000762939453,,19.229999542236328,44.7400016784668,21.160425186157227,,91.06999969482422,50.38999938964844,31.84254264831543,116.15679168701172,33.0,58.70000076293945,36.349998474121094,23.735000610351562,26.489999771118164,58.56999969482422,57.02289962768555,33.52000045776367,7.114999771118164,40.0,43.619998931884766,17.604999542236328,,43.608158111572266,33.08000183105469,58.04999923706055
2002-01-03,0.42107099294662476,54.34000015258789,31.90468406677246,38.75,26.165000915527344,,20.760000228881836,44.75,21.821380615234375,,92.44999694824219,50.04999923706055,32.47176742553711,118.22179412841797,35.52000045776367,58.68000030517578,37.31999969482422,23.424999237060547,26.790000915527344,58.375,56.32633590698242,34.6150016784668,7.0625,39.6150016784668,43.349998474121094,17.407499313354492,,45.056068420410156,34.40999984741211,57.97999954223633
2002-01-04,0.42303600907325745,55.619998931884766,33.01631546020508,40.36000061035156,26.93000030517578,,20.829999923706055,44.650001525878906,22.393550872802734,,96.75,50.95000076293945,32.97705078125,120.07648468017578,35.790000915527344,58.13999938964844,39.0,23.21500015258789,26.989999771118164,58.54999923706055,56.1927490234375,34.45000076293945,7.125,39.224998474121094,43.4900016784668,17.5,,45.51472473144531,34.560001373291016,57.599998474121094
2002-01-07,0.4089289903640747,55.689998626708984,32.91128158569336,41.0,26.575000762939453,,20.530000686645508,44.86000061035156,22.936124801635742,,95.75,50.59000015258789,33.0723876953125,118.59464263916016,35.27000045776367,57.869998931884766,38.900001525878906,22.610000610351562,27.200000762939453,57.849998474121094,55.43893051147461,34.279998779296875,7.148749828338623,38.775001525878906,42.849998474121094,17.387500762939453,,45.23593521118164,34.880001068115234,57.38999938964844
2002-01-08,0.4037500023841858,56.540000915527344,32.429866790771484,40.33000183105469,25.674999237060547,,20.950000762939453,45.025001525878906,22.48233413696289,,92.5,51.099998474121094,32.4145622253418,119.216064453125,35.58000183105469,57.4900016784668,38.599998474121094,22.325000762939453,27.360000610351562,57.525001525878906,56.040077209472656,34.689998626708984,7.168749809265137,38.880001068115234,42.41999816894531,17.34000015258789,,44.78627395629883,34.77000045776367,57.84000015258789
2002-01-09,0.38660699129104614,55.77000045776367,32.51739501953125,39.900001525878906,25.780000686645508,,20.850000381469727,44.55500030517578,21.505699157714844,,93.75,50.2599983215332,32.84357833862305,119.01529693603516,35.36000061035156,56.90999984741211,38.709999084472656,22.280000686645508,26.8799991607666,57.32500076293945,56.125953674316406,34.35499954223633,7.067500114440918,38.599998474121094,42.119998931884766,17.389999389648438,,43.95889663696289,35.150001525878906,56.400001525878906
2002-01-10,0.3791069984436035,56.4900016784668,33.060081481933594,39.84000015258789,25.56999969482422,,21.0,44.474998474121094,21.989084243774414,,93.0,50.29999923706055,32.23342514038086,116.76863861083984,34.650001525878906,58.279998779296875,39.13999938964844,22.389999389648438,26.809999465942383,56.599998474121094,56.26908493041992,34.63999938964844,7.128749847412109,38.46500015258789,41.5,17.649999618530273,,44.39956283569336,34.9900016784668,57.0
2002-01-11,0.3758929967880249,57.099998474121094,32.753726959228516,38.689998626708984,25.40999984741211,,20.209999084472656,43.70500183105469,21.57475471496582,,91.1500015258789,50.459999084472656,31.69953727722168,115.01911926269531,34.54999923706055,58.22999954223633,38.34000015258789,22.649999618530273,26.34000015258789,56.89500045776367,56.27862548828125,34.30500030517578,6.928750038146973,38.60499954223633,40.849998474121094,17.9375,,44.69634246826172,34.400001525878906,55.79999923706055
2002-01-14,0.3776789903640747,55.5,31.729625701904297,38.25,25.2450008392334,,19.6299991607666,43.69499969482422,21.081504821777344,,89.97000122070312,49.529998779296875,30.221813201904297,112.85850524902344,34.84000015258789,58.91999816894531,37.310001373291016,22.25,26.020000457763672,55.880001068115234,56.154579162597656,34.23500061035156,6.837500095367432,39.349998474121094,40.5099983215332,18.125,,45.24492645263672,35.470001220703125,55.7599983215332
2002-01-15,0.38749998807907104,56.2599983215332,33.04257583618164,39.349998474121094,24.875,,19.68000030517578,44.599998474121094,21.190019607543945,,89.9000015258789,49.70000076293945,29.316112518310547,113.62332916259766,34.68000030517578,59.16999816894531,37.869998931884766,22.174999237060547,26.200000762939453,54.75,55.963741302490234,34.775001525878906,7.162499904632568,39.82500076293945,41.16999816894531,18.162500381469727,,45.04707717895508,35.13999938964844,56.869998931884766
2002-01-16,0.3710710108280182,55.689998626708984,32.07099151611328,38.02000045776367,24.010000228881836,,18.940000534057617,43.72999954223633,20.223249435424805,,88.62999725341797,49.09000015258789,27.838390350341797,112.23709106445312,33.709999084472656,59.58000183105469,36.5099983215332,22.075000762939453,26.059999465942383,51.849998474121094,55.5629768371582,33.935001373291016,7.025000095367432,39.744998931884766,40.599998474121094,18.25,,44.06681442260742,35.43000030517578,55.9900016784668
2002-01-17,0.4014289975166321,55.79999923706055,32.52614974975586,38.33000183105469,24.655000686645508,,19.479999542236328,43.70000076293945,20.95326042175293,,89.86000061035156,48.0,27.752586364746094,114.62715148925781,34.529998779296875,59.83000183105469,36.849998474121094,22.524999618530273,26.479999542236328,52.2599983215332,55.91603088378906,34.93000030517578,7.172500133514404,39.845001220703125,40.529998779296875,18.084999084472656,,44.80426025390625,35.540000915527344,56.7599983215332
2002-01-18,0.39589300751686096,54.33000183105469,32.40360641479492,39.150001525878906,24.489999771118164,,18.850000381469727,43.400001525878906,20.913799285888672,,89.20999908447266,48.5,27.981395721435547,109.22562408447266,33.47999954223633,59.70000076293945,35.90999984741211,22.719999313354492,26.43000030517578,53.400001525878906,55.343509674072266,33.04999923706055,7.193749904632568,39.904998779296875,40.45000076293945,18.145000457763672,,43.97688293457031,35.40999984741211,56.349998474121094
2002-01-22,0.38964301347732544,56.060001373291016,32.58741760253906,39.779998779296875,24.09000015258789,,18.059999465942383,43.3650016784668,20.825014114379883,,86.9800033569336,48.5,28.124401092529297,105.64053344726562,31.700000762939453,59.119998931884766,35.7599983215332,22.950000762939453,26.799999237060547,53.209999084472656,56.57442855834961,32.22999954223633,7.25,39.709999084472656,39.5,18.137500762939453,,43.43729019165039,36.25,58.0099983215332
2002-01-23,0.4110710024833679,58.459999084472656,31.90468406677246,39.33000183105469,24.3799991607666,,18.93000030517578,43.875,21.12096405029297,,87.25,48.52000045776367,28.124401092529297,103.15487670898438,32.45000076293945,58.779998779296875,35.75,22.389999389648438,27.399999618530273,53.72999954223633,55.582061767578125,31.8700008392334,7.269999980926514,39.29999923706055,40.79999923706055,18.100000381469727,,44.20171356201172,35.7599983215332,59.86000061035156
2002-01-24,0.41446399688720703,57.209999084472656,32.167274475097656,40.0,24.549999237060547,,19.049999237060547,44.04999923706055,20.913799285888672,,85.5,47.9900016784668,30.126476287841797,103.93881225585938,33.20000076293945,58.040000915527344,35.900001525878906,22.110000610351562,26.469999313354492,54.72999954223633,54.98091506958008,32.29999923706055,7.34250020980835,38.88999938964844,42.47999954223633,18.582500457763672,,43.257423400878906,36.56999969482422,59.66999816894531
2002-01-25,0.4151790142059326,57.060001373291016,32.37734603881836,40.47999954223633,25.049999237060547,,19.1299991607666,44.279998779296875,21.48596954345703,,87.30000305175781,47.0,31.175182342529297,104.47418975830078,33.68000030517578,57.650001525878906,34.9900016784668,22.575000762939453,25.6200008392334,55.6150016784668,54.35114669799805,31.899999618530273,7.326250076293945,39.56999969482422,43.900001525878906,18.549999237060547,,43.01460647583008,36.59000015258789,58.400001525878906
2002-01-28,0.41553598642349243,56.29999923706055,31.764636993408203,40.900001525878906,25.415000915527344,,19.700000762939453,44.435001373291016,21.841110229492188,,87.8499984741211,47.79999923706055,30.555492401123047,103.39388275146484,33.91999816894531,57.810001373291016,34.310001373291016,22.604999542236328,26.3799991607666,55.27000045776367,54.389312744140625,31.90999984741211,7.278749942779541,39.58000183105469,43.560001373291016,18.5,,43.31138229370117,36.65999984741211,58.630001068115234
2002-01-29,0.4119639992713928,54.5,30.14533233642578,40.22999954223633,24.850000381469727,,19.010000228881836,42.584999084472656,21.456375122070312,,84.4800033569336,47.0,29.459117889404297,98.4703598022461,32.68000030517578,57.18000030517578,32.04999923706055,22.0,26.260000228881836,54.32500076293945,54.885494232177734,31.15999984741211,7.224999904632568,38.7599983215332,43.25,18.237499237060547,,42.106292724609375,35.95000076293945,57.90999984741211
2002-01-30,0.43017899990081787,55.040000915527344,30.898090362548828,40.0,25.100000381469727,,19.34000015258789,41.54999923706055,21.111099243164062,,86.0,49.06999969482422,31.423059463500977,100.90821838378906,33.86000061035156,57.20000076293945,33.060001373291016,21.924999237060547,26.989999771118164,54.935001373291016,56.14503860473633,31.424999237060547,7.625,39.14500045776367,43.45000076293945,18.125,,41.27891540527344,36.290000915527344,59.75
2002-01-31,0.4414289891719818,55.5,31.379505157470703,40.95000076293945,25.139999389648438,,19.799999237060547,41.900001525878906,20.77569007873535,,86.9800033569336,50.09000015258789,32.04275131225586,103.14531707763672,35.040000915527344,57.5099983215332,34.04999923706055,21.875,27.18000030517578,55.5,56.46946716308594,31.854999542236328,7.488749980926514,40.84000015258789,44.70000076293945,18.587499618530273,,41.68360900878906,36.279998779296875,59.97999954223633
2002-02-01,0.4358929991722107,57.880001068115234,30.72303009033203,41.459999084472656,25.260000228881836,,19.209999084472656,42.685001373291016,22.14692497253418,,85.4000015258789,49.400001525878906,32.1094856262207,103.25048065185547,34.66999816894531,57.599998474121094,32.15999984741211,22.34000015258789,26.6299991607666,56.6349983215332,56.70801544189453,31.329999923706055,7.502500057220459,41.28499984741211,44.91999816894531,18.74250030517578,,41.90843963623047,35.540000915527344,59.2599983215332
2002-02-04,0.45267900824546814,56.369998931884766,29.252525329589844,41.099998474121094,24.514999389648438,,18.309999465942383,41.959999084472656,21.387319564819336,,82.5,48.9900016784668,30.574560165405273,102.1032485961914,33.97999954223633,56.310001373291016,30.559999465942383,22.34000015258789,26.600000381469727,54.75,55.76335906982422,30.559999465942383,7.432499885559082,41.349998474121094,44.11000061035156,18.475000381469727,,41.009117126464844,36.86000061035156,58.900001525878906
2002-02-05,0.45446398854255676,56.68000030517578,30.19784927368164,40.900001525878906,24.389999389648438,,18.5,41.18000030517578,21.505699157714844,,81.04000091552734,49.099998474121094,31.232385635375977,101.62523651123047,33.79999923706055,55.5,29.020000457763672,22.875,27.200000762939453,54.34000015258789,56.67938995361328,30.575000762939453,7.49875020980835,41.310001373291016,44.209999084472656,18.75,,40.478515625,37.849998474121094,58.79999923706055
2002-02-06,0.4405359923839569,56.439998626708984,28.79737091064453,40.97999954223633,24.309999465942383,,18.610000610351562,41.599998474121094,21.130830764770508,,81.9000015258789,48.90999984741211,31.41352653503418,101.94072723388672,32.91999816894531,55.880001068115234,29.440000534057617,23.25,27.190000534057617,54.845001220703125,55.935115814208984,30.200000762939453,7.512499809265137,41.25,45.040000915527344,18.649999618530273,,39.030609130859375,36.90999984741211,58.880001068115234
2002-02-07,0.4339289963245392,56.0099983215332,28.928665161132812,41.060001373291016,23.71500015258789,,17.059999465942383,40.875,22.245574951171875,,81.11000061035156,48.849998474121094,32.338294982910156,99.34034729003906,32.310001373291016,56.4900016784668,30.06999969482422,22.940000534057617,27.059999465942383,54.755001068115234,55.65839767456055,29.899999618530273,7.506249904632568,41.064998626708984,46.04999923706055,18.774999618530273,,40.01986312866211,36.9900016784668,58.38999938964844
2002-02-08,0.42910701036453247,57.900001525878906,29.628904342651367,41.70000076293945,24.25,,16.760000228881836,40.92499923706055,23.103830337524414,,83.80000305175781,49.70000076293945,31.184717178344727,100.37284851074219,32.52000045776367,56.880001068115234,31.1200008392334,22.924999237060547,26.719999313354492,55.60499954223633,56.44084167480469,30.325000762939453,7.387499809265137,41.04499816894531,47.290000915527344,18.607500076293945,,40.64938735961914,37.099998474121094,59.150001525878906
2002-02-11,0.44607099890708923,57.63999938964844,29.340055465698242,43.0,24.889999389648438,,17.690000534057617,41.474998474121094,23.62667465209961,,84.8499984741211,50.5,31.203784942626953,102.65774536132812,33.56999969482422,57.04999923706055,31.84000015258789,23.06999969482422,27.0,57.005001068115234,56.72710037231445,30.565000534057617,7.554999828338623,40.85499954223633,47.25,18.600000381469727,,40.946163177490234,37.70000076293945,60.25
2002-02-12,0.4412499964237213,59.0,28.87614631652832,43.150001525878906,25.1200008392334,,17.260000228881836,41.19499969482422,23.0841007232666,,83.5,50.310001373291016,31.384925842285156,101.88336181640625,32.970001220703125,57.29999923706055,31.489999771118164,23.05500030517578,26.850000381469727,57.084999084472656,57.461830139160156,30.06999969482422,7.519999980926514,41.775001525878906,47.27000045776367,18.889999389648438,,40.766300201416016,37.849998474121094,60.099998474121094
2002-02-13,0.44660699367523193,58.91999816894531,29.768953323364258,44.900001525878906,25.385000228881836,,17.520000457763672,41.224998474121094,23.547754287719727,,84.58000183105469,51.2400016784668,31.74720573425293,103.31739807128906,33.380001068115234,58.09000015258789,30.25,23.190000534057617,26.93000030517578,57.904998779296875,57.80534362792969,30.90999984741211,7.550000190734863,41.8650016784668,48.380001068115234,18.799999237060547,,40.739322662353516,38.04999923706055,60.119998931884766
2002-02-14,0.4392859935760498,58.0,30.267873764038086,44.77000045776367,25.264999389648438,,17.459999084472656,41.25,23.91275978088379,,85.11000061035156,51.54999923706055,32.4145622253418,103.14531707763672,33.34000015258789,57.29999923706055,30.209999084472656,23.4950008392334,26.860000610351562,58.45000076293945,56.95610809326172,30.84000015258789,7.559999942779541,42.02000045776367,48.150001525878906,18.63249969482422,,40.95515823364258,37.97999954223633,60.4900016784668
2002-02-15,0.42678600549697876,58.189998626708984,29.480104446411133,44.900001525878906,24.96500015258789,,17.09000015258789,41.17499923706055,23.577350616455078,,82.76000213623047,50.52000045776367,32.07135009765625,98.36520385742188,32.290000915527344,57.2400016784668,30.049999237060547,23.475000381469727,26.75,57.7599983215332,57.07061004638672,30.114999771118164,7.43874979019165,42.494998931884766,47.9900016784668,18.577499389648438,,41.01811218261719,37.61000061035156,60.029998779296875
2002-02-19,0.4039289951324463,56.900001525878906,29.10372543334961,43.709999084472656,24.950000762939453,,16.809999465942383,40.82500076293945,22.551389694213867,,78.5199966430664,50.349998474121094,31.12751579284668,96.84512329101562,31.34000015258789,56.91999816894531,29.030000686645508,23.145000457763672,26.200000762939453,56.994998931884766,56.536258697509766,29.46500015258789,7.292500019073486,42.0,46.939998626708984,18.452499389648438,,41.1080436706543,37.689998626708984,59.290000915527344
2002-02-20,0.4130359888076782,58.95000076293945,29.62015151977539,43.310001373291016,25.549999237060547,,16.690000534057617,40.875,24.001544952392578,,80.5999984741211,51.709999084472656,32.89125061035156,94.94264221191406,31.440000534057617,58.119998931884766,29.40999984741211,23.440000534057617,26.969999313354492,58.54999923706055,58.45419692993164,29.950000762939453,7.316249847412109,42.5,47.0099983215332,18.469999313354492,,41.91743469238281,38.4900016784668,60.02000045776367
2002-02-21,0.3839290142059326,57.59000015258789,29.252525329589844,44.209999084472656,25.940000534057617,,15.109999656677246,41.05500030517578,23.409645080566406,,79.47000122070312,51.29999923706055,32.46223068237305,92.14149475097656,29.479999542236328,58.0,29.139999389648438,23.0,26.520000457763672,58.0,58.21564865112305,29.024999618530273,7.1875,41.54999923706055,46.5,18.729999542236328,,39.97489547729492,38.5,59.54999923706055
2002-02-22,0.4060710072517395,57.54999923706055,29.45384407043457,44.7599983215332,26.34000015258789,,15.239999771118164,41.849998474121094,23.350454330444336,,79.0,51.0,33.4537353515625,94.1204605102539,29.530000686645508,59.400001525878906,28.190000534057617,23.649999618530273,26.950000762939453,59.5,58.683204650878906,28.9950008392334,7.425000190734863,42.79999923706055,46.29999923706055,18.6825008392334,,40.739322662353516,38.06999969482422,59.95000076293945
2002-02-25,0.42517900466918945,58.970001220703125,30.67051124572754,44.939998626708984,28.030000686645508,,15.600000381469727,41.95000076293945,23.893030166625977,,81.95999908447266,52.06999969482422,34.75032043457031,93.97705841064453,31.020000457763672,59.70000076293945,29.0,23.684999465942383,26.81999969482422,60.224998474121094,58.053436279296875,29.540000915527344,7.46750020980835,43.685001373291016,47.869998931884766,18.592500686645508,,41.9893798828125,38.959999084472656,60.650001525878906
2002-02-26,0.42267900705337524,58.619998931884766,30.845571517944336,45.150001525878906,27.979999542236328,,15.5,42.09000015258789,23.567485809326172,,81.4000015258789,51.5099983215332,34.42617416381836,92.87763214111328,30.020000457763672,60.0099983215332,28.959999084472656,23.4950008392334,26.5,59.650001525878906,57.872135162353516,29.274999618530273,7.428750038146973,43.25,48.59000015258789,18.424999237060547,,42.277164459228516,39.459999084472656,62.099998474121094
2002-02-27,0.39214301109313965,57.869998931884766,31.309480667114258,45.900001525878906,27.950000762939453,,14.239999771118164,42.5,23.922624588012695,,80.88999938964844,50.91999816894531,35.41767883300781,93.52772521972656,29.889999389648438,60.22999954223633,28.959999084472656,23.739999771118164,26.3799991607666,59.5,58.09160232543945,29.19499969482422,7.315000057220459,42.75,49.31999969482422,18.237499237060547,,42.394073486328125,39.540000915527344,62.25
2002-02-28,0.38749998807907104,57.97999954223633,31.90468406677246,45.959999084472656,27.7549991607666,,14.270000457763672,42.220001220703125,22.68950080871582,,80.94000244140625,50.0,36.342445373535156,93.80496978759766,28.549999237060547,60.900001525878906,29.25,23.69499969482422,26.100000381469727,58.96500015258789,58.520992279052734,29.170000076293945,7.357500076293945,42.39500045776367,48.900001525878906,18.122499465942383,,42.08830642700195,40.2400016784668,62.0099983215332
2002-03-01,0.41874998807907104,58.529998779296875,32.65744400024414,47.84000015258789,28.165000915527344,,15.0,42.75,23.666135787963867,,83.47000122070312,50.290000915527344,37.934574127197266,98.48948669433594,30.979999542236328,62.099998474121094,29.65999984741211,24.204999923706055,26.170000076293945,60.15999984741211,60.095420837402344,30.684999465942383,7.356249809265137,43.775001525878906,48.279998779296875,17.8125,,43.69809341430664,39.4900016784668,62.810001373291016
2002-03-04,0.4337500035762787,59.880001068115234,34.46931457519531,49.130001068115234,29.540000915527344,,16.479999542236328,43.09000015258789,23.241939544677734,,89.0999984741211,49.900001525878906,37.65809631347656,101.24282836914062,31.850000381469727,61.91999816894531,32.5,23.885000228881836,26.850000381469727,61.505001068115234,60.124046325683594,31.649999618530273,7.40500020980835,43.4900016784668,48.5,17.032499313354492,,43.10454177856445,39.88999938964844,62.97999954223633
2002-03-05,0.42017900943756104,58.939998626708984,34.18046569824219,48.209999084472656,29.0,,16.510000228881836,43.125,23.7154598236084,,89.5199966430664,47.5,36.51405334472656,101.02294158935547,32.70000076293945,61.310001373291016,32.5099983215332,23.799999237060547,27.6200008392334,60.07500076293945,58.979007720947266,31.540000915527344,7.252500057220459,42.529998779296875,49.40999984741211,17.1875,,42.627899169921875,39.15999984741211,60.7599983215332
2002-03-06,0.4298210144042969,60.59000015258789,34.94197463989258,49.86000061035156,29.510000228881836,,16.770000457763672,43.95000076293945,23.823974609375,,90.87000274658203,48.70000076293945,37.18141174316406,101.62523651123047,32.959999084472656,62.52000045776367,34.04999923706055,23.770000457763672,28.059999465942383,60.78499984741211,59.799617767333984,31.815000534057617,7.324999809265137,42.525001525878906,49.400001525878906,17.50749969482422,,43.24843215942383,39.13999938964844,60.900001525878906
2002-03-07,0.435357004404068,59.79999923706055,34.58310317993164,48.47999954223633,29.260000228881836,,17.0,44.314998626708984,23.439239501953125,,89.95999908447266,48.400001525878906,37.915504455566406,99.14913940429688,32.97999954223633,63.619998931884766,34.04999923706055,23.475000381469727,27.739999771118164,60.564998626708984,60.27671813964844,31.360000610351562,7.349999904632568,41.970001220703125,47.9900016784668,17.649999618530273,,42.78977584838867,38.86000061035156,61.70000076293945
2002-03-08,0.4403569996356964,59.720001220703125,35.42338943481445,49.400001525878906,29.665000915527344,,17.799999237060547,43.82500076293945,23.42937469482422,,90.29000091552734,48.939998626708984,37.99177551269531,100.46845245361328,34.16999816894531,63.65999984741211,34.7400016784668,23.924999237060547,27.90999984741211,60.75,59.63740539550781,31.975000381469727,7.275000095367432,41.959999084472656,46.650001525878906,17.86750030517578,,41.94441223144531,39.45000076293945,62.52000045776367
2002-03-11,0.44749999046325684,59.400001525878906,36.36871337890625,50.880001068115234,29.549999237060547,,17.420000076293945,44.54999923706055,23.59708023071289,,90.69999694824219,48.33000183105469,38.23965072631836,100.61185455322266,33.41999816894531,63.810001373291016,36.29999923706055,23.790000915527344,27.899999618530273,60.25,59.86641311645508,32.16999816894531,7.31125020980835,42.04999923706055,46.33000183105469,18.270000457763672,,42.286155700683594,39.68000030517578,62.529998779296875
2002-03-12,0.4414289891719818,59.59000015258789,35.9660758972168,50.279998779296875,29.454999923706055,,16.770000457763672,44.810001373291016,23.389915466308594,,89.80000305175781,48.349998474121094,38.296852111816406,103.7284927368164,32.9900016784668,63.650001525878906,36.25,24.045000076293945,28.350000381469727,60.650001525878906,60.582061767578125,31.270000457763672,7.31125020980835,42.63999938964844,47.06999969482422,18.334999084472656,,42.68185806274414,39.939998626708984,62.22999954223633
2002-03-13,0.4373210072517395,59.86000061035156,35.42338943481445,49.220001220703125,28.7450008392334,,16.360000610351562,44.709999084472656,23.153154373168945,,88.0,48.5,37.982242584228516,102.46653747558594,31.34000015258789,63.900001525878906,35.369998931884766,23.975000381469727,27.899999618530273,59.75,61.421756744384766,31.049999237060547,7.587500095367432,42.61000061035156,47.209999084472656,18.412500381469727,,43.05057907104492,39.70000076293945,61.9900016784668
2002-03-14,0.4362500011920929,60.25,35.54593276977539,47.61000061035156,29.329999923706055,,16.739999771118164,44.75,23.182750701904297,,88.4000015258789,48.349998474121094,38.48752975463867,101.91204833984375,30.969999313354492,64.37999725341797,35.11000061035156,23.94499969482422,28.149999618530273,60.29499816894531,60.53435134887695,30.610000610351562,7.84499979019165,42.494998931884766,47.65999984741211,18.600000381469727,,43.0325927734375,39.54999923706055,62.27000045776367
2002-03-15,0.4455359876155853,61.40999984741211,36.89389419555664,47.97999954223633,29.895000457763672,,16.540000915527344,44.900001525878906,23.991680145263672,,90.0,48.91999816894531,38.13478088378906,102.09368896484375,31.739999771118164,64.5999984741211,36.0099983215332,24.31999969482422,28.719999313354492,60.70000076293945,57.01335906982422,31.2450008392334,7.84375,43.53499984741211,47.869998931884766,18.637500762939453,,42.8976936340332,40.0,63.75
2002-03-18,0.441785991191864,62.47999954223633,36.718833923339844,47.630001068115234,29.559999465942383,,16.520000457763672,45.18000030517578,24.179115295410156,,89.19999694824219,48.709999084472656,38.201515197753906,101.67304229736328,31.6200008392334,64.66000366210938,35.34000015258789,24.334999084472656,28.440000534057617,61.099998474121094,56.097328186035156,31.06999969482422,7.9375,43.83000183105469,46.95000076293945,18.732500076293945,,42.825748443603516,39.86000061035156,63.54999923706055
