Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2000-09-18,1.0831470489501953,65.1875,50.767398834228516,56.9375,18.03125,,60.0625,45.0,37.91859436035156,,118.5625,55.0625,34.08295822143555,117.82982635498047,55.8125,46.0625,46.5625,26.5625,28.5,41.59375,64.05057525634766,31.5,4.734375,31.0625,46.75,11.398438453674316,,39.00812530517578,38.0,51.125
2000-09-19,1.0703129768371582,65.6875,52.3538818359375,56.75,17.75,,62.0,44.03125,37.79528045654297,,119.9375,53.0,34.32130432128906,119.443115234375,60.375,45.90625,46.875,26.4375,27.875,41.9375,65.18368530273438,32.5,5.25,30.75,48.625,11.789063453674316,,39.289161682128906,37.5,49.875
2000-09-20,1.0901230573654175,69.125,50.767398834228516,59.0625,17.59375,,63.125,43.5,36.68547058105469,,118.0,53.0,33.3679313659668,119.26386260986328,63.0625,45.5390625,46.5,25.125,27.6875,40.875,64.7811279296875,32.125,4.734375,30.90625,47.75,11.539063453674316,,37.77155685424805,38.0,48.5
2000-09-21,1.0122770071029663,68.4375,50.98622512817383,60.0,17.40625,,61.125,42.65625,36.62381362915039,,113.25,55.0,33.84461975097656,116.15679168701172,61.484375,47.125,44.625,24.78125,27.0,43.21875,66.91316986083984,32.09375,4.828125,31.4375,48.3125,11.804688453674316,,37.09706497192383,39.0,50.0
2000-09-22,0.9319199919700623,72.0625,51.42387390136719,63.5,17.5625,,60.3125,42.125,36.93209457397461,,114.875,55.9375,34.619232177734375,118.4273452758789,47.9375,47.9375,47.25,26.4375,28.6875,44.125,69.83540344238281,31.625,4.945312976837158,31.9375,50.5625,12.226563453674316,,39.0643310546875,39.5625,50.5
2000-09-25,0.955357015132904,69.6875,52.518001556396484,63.875,17.75,,57.1875,41.3984375,37.05540466308594,,116.5,54.625,33.904205322265625,117.5908203125,45.375,47.9296875,47.0,26.78125,29.4375,45.0,68.94084167480469,30.625,5.023437976837158,31.5625,49.5,12.164063453674316,,38.783294677734375,38.1875,49.0
2000-09-26,0.9185270071029663,71.5625,52.13505554199219,66.0625,17.5,,55.1875,41.65625,37.17871856689453,,110.875,53.375,34.26171875,113.88623046875,43.3125,47.25,46.0625,27.46875,29.875,44.9375,67.03244018554688,31.34375,5.007812976837158,30.875,49.4375,12.179688453674316,,39.00812530517578,37.6875,47.375
2000-09-27,0.8738840222358704,71.375,51.42387390136719,64.5625,16.75,,57.3125,42.71875,37.05540466308594,,107.0625,54.75,33.24876022338867,112.81070709228516,43.875,47.546875,45.5,27.8125,29.875,44.96875,69.53721618652344,30.3125,4.984375,30.875,49.6875,12.25,,39.0643310546875,37.625,48.125
2000-09-28,0.955357015132904,70.25,53.338592529296875,64.5,17.0,,59.4375,42.0703125,38.28853225708008,,113.0,55.0,34.7384033203125,110.181640625,44.4375,46.6875,46.875,27.71875,29.875,45.8125,69.77576446533203,30.65625,5.015625,33.46875,50.4375,12.429688453674316,,42.49300003051758,38.0,48.5625
2000-09-29,0.4598209857940674,69.828125,53.174476623535156,64.5,15.5,,55.25,42.625,37.73362350463867,,114.0625,52.9375,33.96379089355469,107.67208099365234,41.5625,46.96875,46.1875,27.5625,30.1875,45.5625,71.02815246582031,30.15625,5.007812976837158,33.5,50.375,12.34375,,43.56094741821289,37.9375,48.125
2000-10-02,0.4330359995365143,65.75,55.14390182495117,58.4375,17.125,,55.5,43.34375,38.96675109863281,,115.375,52.5625,34.32130432128906,112.63145446777344,40.125,46.59375,47.5,28.5,30.0625,45.84375,70.61068725585938,29.5625,5.0,34.03125,50.0625,13.242188453674316,,42.60541534423828,37.125,46.25
2000-10-03,0.3984380066394806,66.75,53.83095169067383,59.875,17.53125,,56.25,43.4375,38.78178024291992,,113.875,53.8125,35.45343017578125,105.70028686523438,40.3125,46.25,46.75,28.15625,30.25,47.0,70.61068725585938,28.28125,5.1875,34.40625,48.9375,13.164063453674316,,42.83024597167969,37.125,45.8125
2000-10-04,0.421875,64.4375,53.28388977050781,61.125,17.5625,,58.5625,42.40625,39.33668899536133,,109.4375,55.5625,36.10887145996094,109.34512329101562,42.0,45.15625,45.5625,28.625,30.0,47.75,70.19322204589844,27.71875,5.085937976837158,35.0625,48.1875,12.820313453674316,,44.460269927978516,37.75,46.125
2000-10-05,0.3939729928970337,66.625,53.3932991027832,61.0625,17.5,,57.5625,42.75,40.6931266784668,,114.875,53.75,34.91716003417969,108.20984649658203,41.0,46.53125,44.4375,29.5625,30.125,46.625,71.86307525634766,27.6875,5.375,36.5,48.375,13.101563453674316,,46.652366638183594,39.1875,46.0625
2000-10-06,0.39620500802993774,63.0625,50.71269226074219,61.0,17.25,,56.1875,42.1875,40.13821792602539,,108.875,51.0625,34.79798889160156,110.8986587524414,39.9375,46.15625,42.875,29.21875,29.875,46.09375,72.57872009277344,27.78125,4.960937976837158,36.96875,46.8125,12.867188453674316,,45.303382873535156,37.875,45.5
2000-10-09,0.38839301466941833,63.1875,49.56386184692383,59.4375,17.28125,,53.6875,43.0,40.38484573364258,,105.25,50.875,35.215087890625,112.7509536743164,39.0625,45.65625,42.0625,28.90625,30.0625,45.875,71.86307525634766,27.09375,4.875,36.4375,45.8125,12.875,,44.62889099121094,38.0,45.125
2000-10-10,0.37276801466941833,60.6875,48.57915115356445,59.5625,16.6875,,51.125,43.59375,40.816436767578125,,102.6875,50.6875,34.7384033203125,109.82313537597656,37.5625,47.3125,40.8125,29.09375,29.9375,46.5625,73.35401153564453,27.28125,4.960937976837158,36.21875,44.0625,13.234375,,43.673362731933594,39.125,46.375
2000-10-11,0.3504459857940674,65.6875,47.59443664550781,60.1875,16.625,,51.1875,43.3125,39.768280029296875,,104.0,48.9375,34.380889892578125,107.07456970214844,35.375,48.0,40.6875,29.28125,30.0,46.625,72.99618530273438,27.875,4.867187976837158,36.75,45.5,13.1875,,41.76230239868164,39.6875,45.3125
2000-10-12,0.35714301466941833,61.875,45.40618896484375,56.125,15.9375,,49.8125,43.65625,38.4734992980957,,94.3125,34.875,33.3679313659668,98.5898666381836,37.125,48.5,37.8125,28.625,28.375,45.4375,73.6521987915039,27.1875,4.796875,36.8125,44.5625,12.6875,,41.31263732910156,39.625,44.125
2000-10-13,0.3939729928970337,64.875,47.21149444580078,58.75,15.84375,,56.0625,42.125,39.213375091552734,,101.5,36.3125,33.01042175292969,104.26625061035156,40.375,47.90625,39.6875,28.59375,28.875,45.5,72.697998046875,26.875,4.8125,36.3125,46.0,12.984375,,41.81850814819336,39.125,45.0
2000-10-16,0.3839290142059326,63.8125,48.7979736328125,60.1875,15.875,,54.5,41.0,37.73362350463867,,103.625,37.6875,34.142547607421875,106.23805236816406,35.6875,48.46875,39.5625,29.3125,29.0,46.09375,73.35401153564453,25.1875,4.929687976837158,35.96875,46.1875,13.617188453674316,,41.76230239868164,40.125,47.3125
2000-10-17,0.359375,63.875,47.0473747253418,60.5,15.25,,54.5625,41.4375,34.9590950012207,,99.25,35.125,33.60627746582031,108.03059387207031,36.1875,48.53125,37.9375,28.96875,28.0,45.5625,74.60639190673828,25.21875,4.75,36.65625,46.0,13.351563453674316,,43.504737854003906,40.375,46.0
2000-10-18,0.359375,67.5625,47.485023498535156,60.75,14.90625,,52.25,41.25,35.020748138427734,,98.0,36.5,32.116634368896484,91.24044036865234,38.1875,47.125,36.875,29.09375,28.0625,45.5625,74.60639190673828,25.875,4.71875,37.34375,45.5,13.101563453674316,,42.998870849609375,41.625,46.75
2000-10-19,0.33816999197006226,67.8125,49.07150650024414,58.4375,15.25,,58.25,41.15625,34.465843200683594,,100.5625,38.625,34.20213317871094,92.19646453857422,41.9375,45.875,38.9375,28.5625,27.875,44.5,74.01001739501953,30.9375,4.796875,36.5,46.875,13.070313453674316,,43.22370147705078,40.0,47.8125
2000-10-20,0.3482140004634857,68.75,49.07150650024414,60.0,15.34375,,57.3125,41.71875,35.88393783569336,,104.9375,39.4375,43.85499954223633,90.58317565917969,43.0625,45.9375,38.375,27.40625,28.25,43.625,78.125,32.59375,4.632812976837158,36.4375,47.1875,13.164063453674316,,43.56094741821289,39.3125,46.5625
2000-10-23,0.3638390004634857,70.9375,47.59443664550781,61.25,15.71875,,55.875,41.28125,35.698970794677734,,102.4375,40.5625,47.608890533447266,88.79063415527344,43.3125,45.78125,38.375,27.65625,29.125,44.90625,80.86832427978516,31.0625,4.546875,34.78125,47.875,13.070313453674316,,44.68510055541992,40.4375,47.3125
2000-10-24,0.3370540142059326,71.375,50.00151443481445,61.0,15.9375,,54.875,41.125,35.698970794677734,,101.125,39.25,50.82651138305664,87.41635131835938,42.0,45.84375,40.0625,28.0625,29.125,45.03125,81.52433013916016,30.75,4.632812976837158,36.8125,49.8125,13.328125,,45.134761810302734,42.0,48.375
2000-10-25,0.33035698533058167,68.625,50.2203369140625,62.5625,15.65625,,50.625,40.75,34.342529296875,,96.1875,38.375,49.81355667114258,83.71176147460938,41.3125,46.96875,40.0,28.96875,29.0,45.0625,83.3134536743164,30.625,4.671875,37.46875,49.75,13.0625,,44.853721618652344,40.25,45.9375
2000-10-26,0.33035698533058167,68.5,47.64914321899414,63.0625,15.90625,,53.5625,41.0,34.650814056396484,,92.9375,38.9375,49.753971099853516,88.67112731933594,44.6875,46.5625,40.0,29.34375,28.9375,46.09375,82.71707916259766,32.21875,4.898437976837158,37.46875,48.125,13.429688453674316,,45.86545944213867,41.75,43.4375
